,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,service,wait,table,time,staff,bartender,hour,food,chicken,burger,cheap,affordable,expensive,drink,beer,cocktail,place,music,quiet,service_rating,food_rating,drink_rating,place_rating,overall_rating,service_rating_total,food_rating_total,drink_rating_total,place_rating_total,overall_rating_total
0,jGennaZUr2MsJyRhijNBfA,Legal Sea Foods,1 Harborside Dr,Boston,MA,02128,42.3634422,-71.0257812,3.5,856,1,"{'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsBitcoin': 'False', 'GoodForDancing': 'False', 'DogsAllowed': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'HappyHour': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': None}"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Sandwiches, Food, Restaurants, Breakfast & Brunch, Seafood, Italian, Beer, Wine & Spirits, Cocktail Bars, Gluten-Free, Nightlife, Bars, Salad","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",service,wait,table,time,staff,,,food,,,,,,drink,,,place,,,3.6416184971098264,3.6557377049180326,3.3278688524590163,3.7136150234741785,3.6508474576271186,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
1,NRPemqVb4qpWFF0Avq_6OQ,Eurasia Sushi Bar & Seafood,"7101 W Hwy 71, Ste C-13",Austin,TX,78735,30.2345329,-97.8772622,4.5,395,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'CoatCheck': 'False', 'GoodForDancing': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'Smoking': ""u'no'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'None', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Bars, Nightlife, Cocktail Bars, Seafood, Restaurants, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '16:30-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",,,,,,,,,,,,,,,,,,,,4.3924050632911396,4.306748466257669,3.4,4.321637426900585,4.343825665859564,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
2,XqaO85CV9Km7m_aQ3iIpRA,Cactus Club Cafe,1666-6551 Number 3 Road,Richmond,BC,V6Y 2B6,49.1668313,-123.1377469,3.5,123,1,"{'HappyHour': 'True', 'Caters': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'Smoking': ""u'outdoor'"", 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'GoodForDancing': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""'free'"", 'RestaurantsDelivery': 'True', 'CoatCheck': 'False', 'BikeParking': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'NoiseLevel': ""'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}""}","Canadian (New), Cocktail Bars, Bars, Nightlife, Restaurants, Sushi Bars","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:0'}",,wait,table,time,staff,,,food,,,,,,,,,place,,,3.593220338983051,3.323943661971831,3.142857142857143,3.25,3.6153846153846154,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
3,bXy4Gg1_cVD5plOBPF5W_w,The Baldwin Bar,2 Alfred St,Woburn,MA,01801,42.5022299,-71.1575235,4.0,119,1,"{'HappyHour': 'False', 'GoodForDancing': 'False', 'WiFi': ""u'no'"", 'Smoking': ""u'no'"", 'RestaurantsReservations': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False'}","Bars, Cocktail Bars, Nightlife","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0', 'Sunday': '17:0-22:0'}",,,,,,,,,,,,,,,,,,,,3.657142857142857,4.036144578313253,3.608695652173913,4.297872340425532,4.025210084033613,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
4,tcreyfoiR2NFMuEz0UClrg,The Roost,1037 Denman Street,Vancouver,BC,V6G 2M4,49.28905220000001,-123.1394572,3.5,6,1,{'OutdoorSeating': 'True'},"Bars, Restaurants, Sandwiches, American (Traditional), Cocktail Bars, Chicken Shop, Nightlife","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-21:0'}",,,,,,,,,,,,,,,,,,,,,4.0,,2.75,3.4285714285714284,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
5,tjCT7EyHjDxnB5NCjxCnRg,Bar Rione,804 NW 12th Ave,Portland,OR,97209,45.5289822,-122.6831063,4.5,35,1,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'Alcohol': ""u'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'OutdoorSeating': 'True'}","Bars, Food, Restaurants, Beer, Wine & Spirits, Nightlife, Italian, Wine Bars, Cocktail Bars","{'Monday': '0:0-0:0', 'Wednesday': '16:30-20:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-20:0', 'Saturday': '16:30-20:0'}",,,,,,,,,,,,,,,,,,,,4.538461538461538,4.416666666666667,4.3,4.235294117647059,4.485714285714286,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
6,FuQExkWBNIYRXShoP9eiog,Moyo Grill & Bar Restaurant,5087 Clark Howell Hwy,Atlanta,GA,30349,33.6169406,-84.4057349,4.0,8,1,"{'RestaurantsTakeOut': 'None', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'None', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Cocktail Bars, Restaurants, Bars, African, Nightlife","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",,,,,,,,,,,,,,,,,,,,,4.25,,5.0,4.125,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
7,W3rcXDFFL6KGovc80K5aWw,Tasting Room Orlando,7585 W Sand Lake Rd,Orlando,FL,32819,28.450621,-81.48650500000002,3.5,32,1,"{'ByAppointmentOnly': 'False', 'GoodForKids': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'CoatCheck': 'False', 'RestaurantsTakeOut': 'False', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForDancing': 'False', 'WheelchairAccessible': 'True', 'Smoking': ""u'outdoor'"", 'NoiseLevel': ""'average'"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'""}","Nightlife, Wine Tasting Room, Food, Bars, Cocktail Bars, Wineries, Arts & Entertainment, Lounges","{'Friday': '19:0-2:0', 'Saturday': '19:0-2:0'}",,,,,,,,,,,,,,,,,,,,3.6,3.8,3.5555555555555554,3.8,3.727272727272727,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
8,pKvT7mixZLS3bJoxzsVbPw,Virgils Gullah Kitchen & Bar,3721 Main St,College Park,GA,30337,33.6537153,-84.4498588,4.0,252,1,"{'Smoking': ""u'no'"", 'OutdoorSeating': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'Caters': 'True', 'HappyHour': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Music': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'CoatCheck': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': True, 'saturday': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'ByAppointmentOnly': 'False', 'BYOB': 'False'}","Soul Food, Cocktail Bars, Bars, Nightlife, Restaurants, Southern","{'Monday': '0:0-0:0', 'Tuesday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}",,,,,,,,,,,,,,,,,,,,4.1891891891891895,4.146067415730337,4.024390243902439,3.9101123595505616,4.145038167938932,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
9,YMy5TLCTctWsLZXTo3QMjQ,Taps At Ph'east,"925 Battery Ave, Ste 1100",Atlanta,GA,30339,33.887274,-84.47058620000001,4.5,12,1,{'HasTV': 'True'},"Beer Bar, Bars, Nightlife, Cocktail Bars",,,,,,,,,,,,,,,,,,,,,,4.857142857142857,4.166666666666667,4.166666666666667,4.583333333333333,3.8215899344821795,3.853123271224944,3.7144995136065453,3.9000095631245917,3.924666415057586
